"playerId","skaterFullName","team_abbr","positionCode","shootsCatches","gamesPlayed","goals","assists","points","plusMinus","shots","shootingPct","faceoffWinPct","timeOnIcePerGame","toi_5v5_per_game","corsi_against","corsi_ahead","corsi_behind","corsi_close","corsi_for","corsi_relative","corsi_tied","corsi_total","corsi_percentage","fenwick_against","fenwick_ahead","fenwick_behind","fenwick_close","fenwick_for","fenwick_relative","fenwick_tied","fenwick_total","fenwick_percentage","zone_start_pct","shooting_pct_5v5","save_pct_5v5","evGoals","evPoints","gameWinningGoals","lastName","otGoals","penaltyMinutes","pointsPerGame","ppGoals","ppPoints","seasonId","shGoals","shPoints","teamAbbrevs","goals_per_game","assists_per_game","points_per_game","shots_per_game","corsi_plus_minus","fenwick_plus_minus","moneypuck_team","onIce_xGoalsPercentage","offIce_xGoalsPercentage","I_F_xGoals","I_F_flurryAdjustedxGoals","I_F_scoreVenueAdjustedxGoals","I_F_flurryScoreVenueAdjustedxGoals","I_F_lowDangerxGoals","I_F_mediumDangerxGoals","I_F_highDangerxGoals","I_F_xGoalsFromxReboundsOfShots","I_F_xGoalsFromActualReboundsOfShots","I_F_reboundxGoals","I_F_xGoals_with_earned_rebounds","I_F_xGoals_with_earned_rebounds_scoreAdjusted","I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted","OnIce_F_xGoals","OnIce_F_flurryAdjustedxGoals","OnIce_F_scoreVenueAdjustedxGoals","OnIce_F_flurryScoreVenueAdjustedxGoals","OnIce_F_lowDangerxGoals","OnIce_F_mediumDangerxGoals","OnIce_F_highDangerxGoals","OnIce_F_xGoalsFromxReboundsOfShots","OnIce_F_xGoalsFromActualReboundsOfShots","OnIce_F_reboundxGoals","OnIce_F_xGoals_with_earned_rebounds","OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted","OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted","OnIce_A_xGoals","OnIce_A_flurryAdjustedxGoals","OnIce_A_scoreVenueAdjustedxGoals","OnIce_A_flurryScoreVenueAdjustedxGoals","OnIce_A_lowDangerxGoals","OnIce_A_mediumDangerxGoals","OnIce_A_highDangerxGoals","OnIce_A_xGoalsFromxReboundsOfShots","OnIce_A_xGoalsFromActualReboundsOfShots","OnIce_A_reboundxGoals","OnIce_A_xGoals_with_earned_rebounds","OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted","OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted","OffIce_F_xGoals","OffIce_A_xGoals","xGoalsForAfterShifts","xGoalsAgainstAfterShifts","offIce_corsiPercentage","offIce_fenwickPercentage","I_F_faceOffsWon","faceoffsWon","faceoffsLost","OffIce_F_shotAttempts","OffIce_A_shotAttempts"
8481601,"Simon Holmstrom","NYI","R","L",75,20,25,45,5,96,0.20833,0.2,1011.8933,772.44,994,-25,-20,61,984,0,35,-10,0.497,685,1,-32,76,704,0.002,50,19,0.506,0.48,0.11,0.921,17,35,3,"Holmstrom",0,8,0.6,2,6,20242025,1,4,"NYI",0.266666666666667,0.333333333333333,0.6,1.28,-10,19,"NYI",0.49,0.51,8.25,8.04,8.27,8.06,3.13,3.12,2,1.21,2.33,1.81,7.64,7.66,7.57,41.02,39.41,41.34,39.71,15.98,13.75,11.3,6.76,11.88,11.51,36.27,36.3,35.61,42.34,40.5,42.7,40.83,15.28,14.32,12.73,6.84,11.77,11.85,37.32,37.6,36.79,121.78,118.3,1.55,1.6,0.5,0.5,1,1,2,2734,2737
8481601,"Simon Holmstrom","NYI","R","L",75,20,25,45,5,96,0.20833,0.2,1011.8933,772.44,994,-25,-20,61,984,0,35,-10,0.497,685,1,-32,76,704,0.002,50,19,0.506,0.48,0.11,0.921,17,35,3,"Holmstrom",0,8,0.6,2,6,20242025,1,4,"NYI",0.266666666666667,0.333333333333333,0.6,1.28,-10,19,"NYI",0.11,0.15,0.82,0.82,0.82,0.82,0.3,0,0.52,0.09,0.13,0,0.91,0.91,0.91,1.8,1.76,1.8,1.76,0.54,0.74,0.52,0.22,0.13,0.13,1.89,1.89,1.89,14.47,13.87,14.47,13.87,2.85,3.51,8.11,2.79,2.2,2.12,15.14,15.14,14.82,3.26,18.01,0,0,0.15,0.17,0,0,0,48,274
8481601,"Simon Holmstrom","NYI","R","L",75,20,25,45,5,96,0.20833,0.2,1011.8933,772.44,994,-25,-20,61,984,0,35,-10,0.497,685,1,-32,76,704,0.002,50,19,0.506,0.48,0.11,0.921,17,35,3,"Holmstrom",0,8,0.6,2,6,20242025,1,4,"NYI",0.266666666666667,0.333333333333333,0.6,1.28,-10,19,"NYI",0.86,0.89,0.92,0.85,0.92,0.85,0.19,0.49,0.24,0.31,0.03,0.27,0.97,0.97,0.9,8.84,8.49,8.84,8.49,2.71,2.89,3.23,2.78,1.33,1.33,10.28,10.28,10.01,1.44,1.41,1.44,1.41,0.42,0.45,0.57,0.19,0.36,0.36,1.27,1.27,1.27,18.56,2.35,0.06,0,0.87,0.84,0,0,2,295,45
8478115,"Pierre Engvall","NYI","L","L",62,8,7,15,-7,93,0.08602,0.29411,709.0483,696.06,650,-3,44,-11,682,0.015,-9,32,0.512,439,8,30,22,487,0.025,10,48,0.525,0.475,0.066,0.895,8,15,2,"Engvall",0,16,0.24193,0,0,20242025,0,0,"NYI",0.129032258064516,0.112903225806452,0.241935483870968,1.5,32,48,"NYI",0.7,0.5,0.83,0.76,0.83,0.76,0.09,0.19,0.55,0.05,0,0,0.89,0.89,0.8,2.97,2.4,2.97,2.4,0.13,0.29,2.55,0.17,0.87,0.87,2.27,2.27,1.8,1.28,1.16,1.28,1.16,0.13,0.29,0.86,0.14,0.38,0.38,1.05,1.05,0.93,5.66,5.74,0,0,0.47,0.45,0,0,0,47,52
8478115,"Pierre Engvall","NYI","L","L",62,8,7,15,-7,93,0.08602,0.29411,709.0483,696.06,650,-3,44,-11,682,0.015,-9,32,0.512,439,8,30,22,487,0.025,10,48,0.525,0.475,0.066,0.895,8,15,2,"Engvall",0,16,0.24193,0,0,20242025,0,0,"NYI",0.129032258064516,0.112903225806452,0.241935483870968,1.5,32,48,"NYI",0.5,0.48,7.95,7.71,7.95,7.71,2.92,2.44,2.58,1.12,1.19,2.12,6.95,6.87,6.73,31.1,29.63,30.65,29.2,10.96,10.06,10.08,4.71,8.61,8.61,27.19,26.82,26.07,30.76,29.67,31.18,30.07,9.69,11.61,9.46,4.59,8.15,8.15,27.2,27.57,27.06,152.4,165.32,0,0,0.49,0.5,10,10,24,3100,3162
8478115,"Pierre Engvall","NYI","L","L",62,8,7,15,-7,93,0.08602,0.29411,709.0483,696.06,650,-3,44,-11,682,0.015,-9,32,0.512,439,8,30,22,487,0.025,10,48,0.525,0.475,0.066,0.895,8,15,2,"Engvall",0,16,0.24193,0,0,20242025,0,0,"NYI",0.129032258064516,0.112903225806452,0.241935483870968,1.5,32,48,"NYI",0.49,0.5,6.99,6.83,6.99,6.83,2.81,2.14,2.03,1.05,1.19,2.12,5.91,5.84,5.79,27.87,26.98,27.42,26.55,10.68,9.67,7.52,4.49,7.74,7.74,24.61,24.23,23.96,29.18,28.21,29.6,28.61,9.55,11.03,8.6,4.37,7.64,7.64,25.91,26.28,25.9,107.02,106.29,1.71,0.65,0.49,0.5,10,10,22,2411,2470
8478115,"Pierre Engvall","NYI","L","L",62,8,7,15,-7,93,0.08602,0.29411,709.0483,696.06,650,-3,44,-11,682,0.015,-9,32,0.512,439,8,30,22,487,0.025,10,48,0.525,0.475,0.066,0.895,8,15,2,"Engvall",0,16,0.24193,0,0,20242025,0,0,"NYI",0.129032258064516,0.112903225806452,0.241935483870968,1.5,32,48,"NYI",0.08,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0,0,0.01,0,0,0.02,0.02,0.02,0.14,0.14,0.14,0.14,0.01,0.13,0,0.07,0.13,0.13,0.08,0.08,0.08,0.8,1.58,0,0,0.19,0.19,0,0,1,11,47
8478115,"Pierre Engvall","NYI","L","L",62,8,7,15,-7,93,0.08602,0.29411,709.0483,696.06,650,-3,44,-11,682,0.015,-9,32,0.512,439,8,30,22,487,0.025,10,48,0.525,0.475,0.066,0.895,8,15,2,"Engvall",0,16,0.24193,0,0,20242025,0,0,"NYI",0.129032258064516,0.112903225806452,0.241935483870968,1.5,32,48,"NYI",1,0.88,0.1,0.1,0.1,0.1,0,0.1,0,0.01,0,0,0.11,0.11,0.11,0.17,0.17,0.17,0.17,0.07,0.1,0,0.03,0,0,0.2,0.2,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0.92,0,0,0.84,0.8,0,0,1,106,20
8476917,"Adam Pelech","NYI","D","L",60,0,21,21,4,109,0,NA,1266.8333,1093.91,954,52,140,110,1202,0.069,56,248,0.557,658,52,99,102,858,0.073,49,200,0.565,0.476,0.073,0.899,0,20,0,"Pelech",0,32,0.35,0,1,20242025,0,0,"NYI",0,0.35,0.35,1.81666666666667,248,200,"NYI",0.45,0.47,0.53,0.5,0.53,0.5,0.11,0,0.43,0.07,0,0.43,0.18,0.18,0.17,4.68,4.51,4.68,4.51,0.57,0.45,3.67,0.33,1.32,1.32,3.69,3.69,3.59,5.65,5.23,5.65,5.23,0.83,2.1,2.72,0.72,0.49,0.49,5.88,5.88,5.46,11.74,13.32,0.34,0,0.48,0.53,0,0,0,113,123
8476917,"Adam Pelech","NYI","D","L",60,0,21,21,4,109,0,NA,1266.8333,1093.91,954,52,140,110,1202,0.069,56,248,0.557,658,52,99,102,858,0.073,49,200,0.565,0.476,0.073,0.899,0,20,0,"Pelech",0,32,0.35,0,1,20242025,0,0,"NYI",0,0.35,0.35,1.81666666666667,248,200,"NYI",0.47,0.5,5.15,4.96,5.11,4.92,3.49,0.41,1.25,1.45,1.89,1.92,4.68,4.66,4.59,53.85,52.07,53.72,51.97,21.25,18.79,13.82,9.01,12.01,11.64,51.22,51.17,50.16,59.79,56.5,60.17,56.85,18.03,19.62,22.14,10.32,13.72,13.72,56.4,56.67,54.98,128.29,130.62,0,0,0.51,0.52,0,0,0,2568,2435
8476917,"Adam Pelech","NYI","D","L",60,0,21,21,4,109,0,NA,1266.8333,1093.91,954,52,140,110,1202,0.069,56,248,0.557,658,52,99,102,858,0.073,49,200,0.565,0.476,0.073,0.899,0,20,0,"Pelech",0,32,0.35,0,1,20242025,0,0,"NYI",0,0.35,0.35,1.81666666666667,248,200,"NYI",0.55,0.48,4.48,4.33,4.44,4.29,3.25,0.41,0.82,1.33,1.89,1.49,4.32,4.31,4.25,46.19,44.69,46.07,44.59,19.6,16.72,9.88,8.24,10.15,9.9,44.54,44.5,43.63,38.32,36.94,38.69,37.29,13.6,15.28,9.44,6.43,8.71,8.79,35.97,36.24,35.57,86.52,91.98,6.72,0.87,0.49,0.49,0,0,0,1926,2011
8476917,"Adam Pelech","NYI","D","L",60,0,21,21,4,109,0,NA,1266.8333,1093.91,954,52,140,110,1202,0.069,56,248,0.557,658,52,99,102,858,0.073,49,200,0.565,0.476,0.073,0.899,0,20,0,"Pelech",0,32,0.35,0,1,20242025,0,0,"NYI",0,0.35,0.35,1.81666666666667,248,200,"NYI",0.12,0.15,0.09,0.09,0.09,0.09,0.09,0,0,0.03,0,0,0.11,0.11,0.11,2.14,2.08,2.14,2.08,0.77,1.1,0.27,0.28,0.27,0.27,2.15,2.15,2.14,15.56,14.06,15.56,14.06,3.34,2.24,9.98,3.12,4.53,4.45,14.23,14.23,13.63,2.17,12.25,0.1,0,0.15,0.17,0,0,0,33,183
8476917,"Adam Pelech","NYI","D","L",60,0,21,21,4,109,0,NA,1266.8333,1093.91,954,52,140,110,1202,0.069,56,248,0.557,658,52,99,102,858,0.073,49,200,0.565,0.476,0.073,0.899,0,20,0,"Pelech",0,32,0.35,0,1,20242025,0,0,"NYI",0,0.35,0.35,1.81666666666667,248,200,"NYI",0.96,0.91,0.05,0.04,0.05,0.04,0.05,0,0,0.02,0,0,0.06,0.06,0.05,0.79,0.75,0.79,0.75,0.27,0.52,0,0.15,0.27,0.15,0.79,0.79,0.74,0.04,0.04,0.04,0.04,0.04,0,0,0.01,0,0,0.04,0.04,0.04,12.5,1.31,0,0,0.9,0.88,0,0,0,246,27
8477500,"Bo Horvat","NYI","C","L",81,28,29,57,-4,243,0.11522,0.5815,1210.4074,887.58,1223,-4,29,27,1282,0.018,34,59,0.511,865,12,1,47,923,0.016,45,58,0.516,0.522,0.094,0.921,23,48,7,"Horvat",3,16,0.7037,3,7,20242025,2,2,"NYI",0.345679012345679,0.358024691358025,0.703703703703704,3,59,58,"NYI",0.46,0.36,4.65,4.39,4.65,4.39,0.87,1.65,2.12,0.57,1.23,0.35,4.86,4.86,4.6,19.55,17.6,19.55,17.6,3.28,4.79,11.48,2.87,3.59,3.59,18.83,18.83,17.34,23.03,19.37,23.03,19.37,1.99,2.47,18.57,1.49,3.35,3.35,21.17,21.17,19,8.78,15.53,0.49,0,0.35,0.35,57,57,40,81,150
8477500,"Bo Horvat","NYI","C","L",81,28,29,57,-4,243,0.11522,0.5815,1210.4074,887.58,1223,-4,29,27,1282,0.018,34,59,0.511,865,12,1,47,923,0.016,45,58,0.516,0.522,0.094,0.921,23,48,7,"Horvat",3,16,0.7037,3,7,20242025,2,2,"NYI",0.345679012345679,0.358024691358025,0.703703703703704,3,59,58,"NYI",0.52,0.46,26.33,25.25,26.35,25.28,8.2,11.5,6.63,4.22,6.03,6.31,24.25,24.28,23.66,101.28,95.83,101.4,95.96,29.98,33.95,37.35,17.35,23.14,23.16,95.47,95.52,92.08,91.78,85.39,92.25,85.85,25.97,25.26,40.55,12.85,21.1,21.1,83.52,83.9,80.58,138.99,165.18,0,0,0.47,0.48,767,767,552,3081,3407
8477500,"Bo Horvat","NYI","C","L",81,28,29,57,-4,243,0.11522,0.5815,1210.4074,887.58,1223,-4,29,27,1282,0.018,34,59,0.511,865,12,1,47,923,0.016,45,58,0.516,0.522,0.094,0.921,23,48,7,"Horvat",3,16,0.7037,3,7,20242025,2,2,"NYI",0.345679012345679,0.358024691358025,0.703703703703704,3,59,58,"NYI",0.51,0.49,16.24,15.67,16.25,15.69,5.81,7.32,3.1,2.41,3.38,4.36,14.29,14.32,14.1,56.74,54.64,56.86,54.77,21.44,20.84,14.46,9,13,13.14,52.6,52.66,51.78,54.07,52.25,54.53,52.71,19.89,19.65,14.52,8.52,14.22,14.3,48.28,48.66,47.87,116.12,119.68,1.13,3.13,0.49,0.5,555,555,388,2748,2832
8477500,"Bo Horvat","NYI","C","L",81,28,29,57,-4,243,0.11522,0.5815,1210.4074,887.58,1223,-4,29,27,1282,0.018,34,59,0.511,865,12,1,47,923,0.016,45,58,0.516,0.522,0.094,0.921,23,48,7,"Horvat",3,16,0.7037,3,7,20242025,2,2,"NYI",0.345679012345679,0.358024691358025,0.703703703703704,3,59,58,"NYI",0.11,0.13,0.76,0.76,0.76,0.76,0.44,0.31,0,0.11,0,0,0.86,0.86,0.86,1.37,1.37,1.37,1.37,0.83,0.53,0,0.21,0.01,0.01,1.57,1.57,1.57,11.11,10.22,11.11,10.22,2.86,1.82,6.42,2.35,3.22,3.14,10.32,10.32,9.97,2.53,17.43,0.16,0.07,0.12,0.13,29,29,59,39,285
8477500,"Bo Horvat","NYI","C","L",81,28,29,57,-4,243,0.11522,0.5815,1210.4074,887.58,1223,-4,29,27,1282,0.018,34,59,0.511,865,12,1,47,923,0.016,45,58,0.516,0.522,0.094,0.921,23,48,7,"Horvat",3,16,0.7037,3,7,20242025,2,2,"NYI",0.345679012345679,0.358024691358025,0.703703703703704,3,59,58,"NYI",0.9,0.84,4.14,3.91,4.14,3.91,1.07,2,1.08,1.1,1.25,1.27,3.98,3.98,3.85,22.71,21.4,22.71,21.4,4.33,7.29,11.08,5.18,6.05,5.92,21.96,21.96,20.89,2.65,2.65,2.65,2.65,1.03,1.15,0.47,0.38,0,0,3.02,3.02,3.02,7.7,1.47,0,0.13,0.86,0.83,122,122,33,184,30
8483448,"Isaiah George","NYI","D","L",33,1,4,5,-3,26,0.03846,NA,938.7878,908.48,512,-30,-16,-39,441,-0.023,-25,-71,0.462,374,-26,-28,-32,298,-0.051,-22,-76,0.443,0.507,0.091,0.911,1,5,1,"George",0,6,0.15151,0,0,20242025,0,0,"NYI",0.0303030303030303,0.121212121212121,0.151515151515152,0.787878787878788,-71,-76,"NYI",0.81,0.51,0.22,0.2,0.22,0.2,0,0.22,0,0.05,0,0.11,0.16,0.16,0.15,1.71,1.65,1.71,1.65,0.19,0.43,1.1,0.2,0.36,0.36,1.55,1.55,1.5,0.39,0.33,0.39,0.33,0.27,0.12,0,0.1,0,0,0.49,0.49,0.4,4.49,4.35,0,0,0.49,0.5,0,0,0,47,49
8483448,"Isaiah George","NYI","D","L",33,1,4,5,-3,26,0.03846,NA,938.7878,908.48,512,-30,-16,-39,441,-0.023,-25,-71,0.462,374,-26,-28,-32,298,-0.051,-22,-76,0.443,0.507,0.091,0.911,1,5,1,"George",0,6,0.15151,0,0,20242025,0,0,"NYI",0.0303030303030303,0.121212121212121,0.151515151515152,0.787878787878788,-71,-76,"NYI",0.49,0.48,0.82,0.79,0.83,0.79,0.6,0.22,0,0.28,0.7,0.11,0.99,0.99,0.97,22.1,21.31,22.05,21.26,6.66,7.07,8.38,3.08,5.59,5.94,19.24,19.2,18.91,22.94,22.12,23.4,22.54,7.89,9.56,5.49,3.7,5.15,5.15,21.49,21.81,21.48,68.71,74.56,0,0,0.48,0.49,0,0,0,1414,1507
8483448,"Isaiah George","NYI","D","L",33,1,4,5,-3,26,0.03846,NA,938.7878,908.48,512,-30,-16,-39,441,-0.023,-25,-71,0.462,374,-26,-28,-32,298,-0.051,-22,-76,0.443,0.507,0.091,0.911,1,5,1,"George",0,6,0.15151,0,0,20242025,0,0,"NYI",0.0303030303030303,0.121212121212121,0.151515151515152,0.787878787878788,-71,-76,"NYI",0.48,0.47,0.6,0.59,0.61,0.59,0.6,0,0,0.23,0.7,0,0.83,0.84,0.82,20.34,19.62,20.29,19.57,6.43,6.65,7.27,2.86,5.22,5.57,17.63,17.59,17.36,22.24,21.48,22.7,21.9,7.56,9.19,5.49,3.54,5.15,5.15,20.63,20.95,20.71,40.92,46.87,2.69,0.24,0.48,0.5,0,0,0,1082,1160
8483448,"Isaiah George","NYI","D","L",33,1,4,5,-3,26,0.03846,NA,938.7878,908.48,512,-30,-16,-39,441,-0.023,-25,-71,0.462,374,-26,-28,-32,298,-0.051,-22,-76,0.443,0.507,0.091,0.911,1,5,1,"George",0,6,0.15151,0,0,20242025,0,0,"NYI",0.0303030303030303,0.121212121212121,0.151515151515152,0.787878787878788,-71,-76,"NYI",0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0.04,0.04,0,0,0.02,0.01,0.01,0.06,0.06,0.06,0.31,0.31,0.31,0.31,0.05,0.26,0,0.06,0,0,0.37,0.37,0.37,0.43,2.79,0,0,0.11,0.15,0,0,0,7,54
8483448,"Isaiah George","NYI","D","L",33,1,4,5,-3,26,0.03846,NA,938.7878,908.48,512,-30,-16,-39,441,-0.023,-25,-71,0.462,374,-26,-28,-32,298,-0.051,-22,-76,0.443,0.507,0.091,0.911,1,5,1,"George",0,6,0.15151,0,0,20242025,0,0,"NYI",0.0303030303030303,0.121212121212121,0.151515151515152,0.787878787878788,-71,-76,"NYI",0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.41,0,0,0.87,0.84,0,0,0,41,6
8480306,"Grant Hutton","NYI","D","R",13,0,2,2,1,10,0,NA,807.6923,727.76,147,0,-19,-15,111,-0.039,-17,-36,0.43,107,1,-20,-12,80,-0.033,-8,-27,0.427,0.44,0.07,0.956,0,2,0,"Hutton",0,4,0.15384,0,0,20242025,0,0,"NYI",0,0.153846153846154,0.153846153846154,0.769230769230769,-36,-27,"NYI",0.36,0.34,0.06,0.06,0.06,0.06,0.06,0,0,0.02,0,0,0.08,0.08,0.07,1.04,1.04,1.04,1.04,0.11,0,0.93,0.05,0,0,1.09,1.09,1.09,1.87,1.61,1.87,1.61,0.35,0.35,1.17,0.28,0.84,0.84,1.3,1.3,1.16,1.12,2.14,0,0,0.41,0.39,0,0,0,11,16
8480306,"Grant Hutton","NYI","D","R",13,0,2,2,1,10,0,NA,807.6923,727.76,147,0,-19,-15,111,-0.039,-17,-36,0.43,107,1,-20,-12,80,-0.033,-8,-27,0.427,0.44,0.07,0.956,0,2,0,"Hutton",0,4,0.15384,0,0,20242025,0,0,"NYI",0,0.153846153846154,0.153846153846154,0.769230769230769,-36,-27,"NYI",0.38,0.5,0.45,0.45,0.44,0.44,0.35,0.1,0,0.15,0.02,0,0.6,0.59,0.59,6,5.9,6.04,5.94,2.28,1.61,2.12,0.95,1.35,1.35,5.59,5.61,5.58,9.84,9.39,10.08,9.62,3.2,2.62,4.03,1.65,2.11,2.11,9.38,9.58,9.38,30.25,30.59,0,0,0.49,0.48,0,0,0,588,622
8480306,"Grant Hutton","NYI","D","R",13,0,2,2,1,10,0,NA,807.6923,727.76,147,0,-19,-15,111,-0.039,-17,-36,0.43,107,1,-20,-12,80,-0.033,-8,-27,0.427,0.44,0.07,0.956,0,2,0,"Hutton",0,4,0.15384,0,0,20242025,0,0,"NYI",0,0.153846153846154,0.153846153846154,0.769230769230769,-36,-27,"NYI",0.41,0.5,0.38,0.38,0.37,0.37,0.28,0.1,0,0.12,0,0,0.5,0.49,0.49,4.79,4.69,4.84,4.74,2.08,1.52,1.19,0.79,1.34,1.34,4.25,4.26,4.24,6.9,6.73,7.15,6.96,2.54,2.16,2.21,1.08,1.25,1.25,6.73,6.93,6.89,20.8,20.98,0.94,0.08,0.46,0.46,0,0,0,440,508
8480306,"Grant Hutton","NYI","D","R",13,0,2,2,1,10,0,NA,807.6923,727.76,147,0,-19,-15,111,-0.039,-17,-36,0.43,107,1,-20,-12,80,-0.033,-8,-27,0.427,0.44,0.07,0.956,0,2,0,"Hutton",0,4,0.15384,0,0,20242025,0,0,"NYI",0,0.153846153846154,0.153846153846154,0.769230769230769,-36,-27,"NYI",0.07,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,0.08,0.08,0,0.08,0,0.01,0,0,0.09,0.09,0.09,1.07,1.05,1.07,1.05,0.31,0.11,0.65,0.29,0.01,0.01,1.35,1.35,1.33,0.6,2.2,0.03,0,0.19,0.21,0,0,0,9,39
8480306,"Grant Hutton","NYI","D","R",13,0,2,2,1,10,0,NA,807.6923,727.76,147,0,-19,-15,111,-0.039,-17,-36,0.43,107,1,-20,-12,80,-0.033,-8,-27,0.427,0.44,0.07,0.956,0,2,0,"Hutton",0,4,0.15384,0,0,20242025,0,0,"NYI",0,0.153846153846154,0.153846153846154,0.769230769230769,-36,-27,"NYI",1,0.96,0.01,0.01,0.01,0.01,0.01,0,0,0.01,0.02,0,0.02,0.02,0.02,0.08,0.08,0.08,0.08,0.08,0,0,0.1,0.02,0.02,0.16,0.16,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,0.1,0,0,0.86,0.84,0,0,0,19,3
8476422,"Mike Reilly","NYI","D","L",18,0,2,2,-3,31,0,NA,910.0555,792.61,216,8,21,56,292,0.071,47,76,0.574,157,4,22,37,216,0.055,33,59,0.579,0.655,0.047,0.925,0,2,0,"Reilly",0,2,0.11111,0,0,20242025,0,0,"NYI",0,0.111111111111111,0.111111111111111,1.72222222222222,76,59,"NYI",0.3,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.11,0.14,0,0.06,0,0,0.31,0.31,0.31,0.58,0.58,0.58,0.58,0,0,0.58,0,0,0,0.58,0.58,0.58,2.14,1.61,0,0,0.59,0.62,0,0,0,26,18
8476422,"Mike Reilly","NYI","D","L",18,0,2,2,-3,31,0,NA,910.0555,792.61,216,8,21,56,292,0.071,47,76,0.574,157,4,22,37,216,0.055,33,59,0.579,0.655,0.047,0.925,0,2,0,"Reilly",0,2,0.11111,0,0,20242025,0,0,"NYI",0,0.111111111111111,0.111111111111111,1.72222222222222,76,59,"NYI",0.6,0.48,1.1,1.09,1.09,1.07,1.1,0,0,0.44,1.06,0.02,1.53,1.51,1.49,15.67,14.94,15.51,14.77,5.73,5.38,4.55,2.76,4.73,4.73,13.69,13.48,13.17,10.55,10.25,10.73,10.43,3.34,3.27,3.94,1.56,2.88,2.88,9.23,9.4,9.22,41.49,45.63,0,0,0.51,0.52,0,0,0,861,844
8476422,"Mike Reilly","NYI","D","L",18,0,2,2,-3,31,0,NA,910.0555,792.61,216,8,21,56,292,0.071,47,76,0.574,157,4,22,37,216,0.055,33,59,0.579,0.655,0.047,0.925,0,2,0,"Reilly",0,2,0.11111,0,0,20242025,0,0,"NYI",0,0.111111111111111,0.111111111111111,1.72222222222222,76,59,"NYI",0.59,0.5,0.96,0.95,0.95,0.94,0.96,0,0,0.32,1.02,0.02,1.27,1.25,1.23,13.83,13.17,13.66,13,5.1,4.66,4.06,2.24,4.45,4.45,11.61,11.4,11.14,9.55,9.28,9.74,9.46,3.26,3.19,3.1,1.49,2.62,2.62,8.42,8.59,8.42,27.64,27.81,0.75,0.03,0.51,0.52,0,0,0,685,662
8476422,"Mike Reilly","NYI","D","L",18,0,2,2,-3,31,0,NA,910.0555,792.61,216,8,21,56,292,0.071,47,76,0.574,157,4,22,37,216,0.055,33,59,0.579,0.655,0.047,0.925,0,2,0,"Reilly",0,2,0.11111,0,0,20242025,0,0,"NYI",0,0.111111111111111,0.111111111111111,1.72222222222222,76,59,"NYI",0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0,0,0.01,0,0,0.01,0.01,0.01,0.58,2.85,0.06,0.04,0.28,0.3,0,0,0,8,21
8476422,"Mike Reilly","NYI","D","L",18,0,2,2,-3,31,0,NA,910.0555,792.61,216,8,21,56,292,0.071,47,76,0.574,157,4,22,37,216,0.055,33,59,0.579,0.655,0.047,0.925,0,2,0,"Reilly",0,2,0.11111,0,0,20242025,0,0,"NYI",0,0.111111111111111,0.111111111111111,1.72222222222222,76,59,"NYI",0.8,0.9,0.14,0.14,0.14,0.14,0.14,0,0,0.12,0.04,0,0.26,0.26,0.25,1.59,1.52,1.59,1.52,0.52,0.58,0.49,0.46,0.28,0.28,1.77,1.77,1.72,0.4,0.38,0.4,0.38,0.07,0.08,0.26,0.06,0.26,0.26,0.21,0.21,0.2,5.19,0.59,0,0,0.86,0.83,0,0,0,86,14
8481237,"Kyle MacLean","NYI","C","L",81,4,7,11,-15,61,0.06557,0.48233,597.7407,574.44,730,-95,7,-107,602,-0.056,-40,-128,0.451,509,-67,0,-69,428,-0.058,-14,-81,0.456,0.491,0.063,0.899,4,11,0,"MacLean",0,14,0.1358,0,0,20242025,0,0,"NYI",0.0493827160493827,0.0864197530864197,0.135802469135802,0.753086419753086,-128,-81,"NYI",0.57,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0.81,1.19,0.81,0.05,0,1.14,0.05,0,0,1.24,1.24,0.86,0.9,0.86,0.9,0.86,0.14,0.1,0.66,0.11,0.66,0.66,0.35,0.35,0.35,4.41,5,0.04,0,0.42,0.45,2,2,0,43,60
